text,aspectCategory,polarity,tokens
I was glad I did.,anecdotes/miscellaneous,positive,"['I', 'was', 'glad', 'I', 'did.']"
Right off the L in Brooklyn this is a nice cozy place with good pizza.,food,positive,"['Right', 'off', 'the', 'L', 'in', 'Brooklyn', 'this', 'is', 'a', 'nice', 'cozy', 'place', 'with', 'good', 'pizza.']"
Right off the L in Brooklyn this is a nice cozy place with good pizza.,ambience,positive,"['Right', 'off', 'the', 'L', 'in', 'Brooklyn', 'this', 'is', 'a', 'nice', 'cozy', 'place', 'with', 'good', 'pizza.']"
I've never been treated so rudely.,service,negative,"[""I've"", 'never', 'been', 'treated', 'so', 'rudely.']"
I'll be back soon.,anecdotes/miscellaneous,positive,"[""I'll"", 'be', 'back', 'soon.']"
Le Pere Pinard has a $15 pre-theater menu that is outstanding.,food,positive,"['Le', 'Pere', 'Pinard', 'has', 'a', '$15', 'pre-theater', 'menu', 'that', 'is', 'outstanding.']"
Went inside and I started to get excited.,anecdotes/miscellaneous,positive,"['Went', 'inside', 'and', 'I', 'started', 'to', 'get', 'excited.']"
I also ordered for delivery and the restaurant forgot half the order.,service,negative,"['I', 'also', 'ordered', 'for', 'delivery', 'and', 'the', 'restaurant', 'forgot', 'half', 'the', 'order.']"
Our server checked on us maybe twice during the entire meal.,service,negative,"['Our', 'server', 'checked', 'on', 'us', 'maybe', 'twice', 'during', 'the', 'entire', 'meal.']"
"However, it is jus too good to not praise it.",anecdotes/miscellaneous,positive,"['However,', 'it', 'is', 'jus', 'too', 'good', 'to', 'not', 'praise', 'it.']"
We have been to Montparnasse many times and return often for good reason.,anecdotes/miscellaneous,positive,"['We', 'have', 'been', 'to', 'Montparnasse', 'many', 'times', 'and', 'return', 'often', 'for', 'good', 'reason.']"
The strong scents coming from the left and right of me negatively affected my taste buds.,anecdotes/miscellaneous,negative,"['The', 'strong', 'scents', 'coming', 'from', 'the', 'left', 'and', 'right', 'of', 'me', 'negatively', 'affected', 'my', 'taste', 'buds.']"
We had the lobster sandwich and it was FANTASTIC.,food,positive,"['We', 'had', 'the', 'lobster', 'sandwich', 'and', 'it', 'was', 'FANTASTIC.']"
It's somewhere you can eat and be happy.,anecdotes/miscellaneous,positive,"[""It's"", 'somewhere', 'you', 'can', 'eat', 'and', 'be', 'happy.']"
"If you wrote a bad review, it's because you don't understand what Rao's is all about.",anecdotes/miscellaneous,positive,"['If', 'you', 'wrote', 'a', 'bad', 'review,', ""it's"", 'because', 'you', ""don't"", 'understand', 'what', ""Rao's"", 'is', 'all', 'about.']"
"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",service,negative,"['Had', 'we', 'been', 'stalling', 'I', 'could', 'understand', 'where', 'they', 'were', 'coming', 'from,', 'but', 'we', 'had', 'been', 'there', 'less', 'than', 'an', 'hour', 'and', 'they', ""hadn't"", 'even', 'brought', 'us', 'a', 'check', 'yet!']"
but overall i give it a 10,anecdotes/miscellaneous,positive,"['but', 'overall', 'i', 'give', 'it', 'a', '10']"
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",food,positive,"['Though', 'the', 'Spider', 'Roll', 'may', 'look', 'like', 'a', 'challenge', 'to', 'eat,', 'with', 'soft', 'shell', 'crab', 'hanging', 'out', 'of', 'the', 'roll,', 'it', 'is', 'well', 'worth', 'the', 'price', 'you', 'pay', 'for', 'them.']"
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",price,positive,"['Though', 'the', 'Spider', 'Roll', 'may', 'look', 'like', 'a', 'challenge', 'to', 'eat,', 'with', 'soft', 'shell', 'crab', 'hanging', 'out', 'of', 'the', 'roll,', 'it', 'is', 'well', 'worth', 'the', 'price', 'you', 'pay', 'for', 'them.']"
Deep Fried Skewers are good and still rare to find in NYC.,food,positive,"['Deep', 'Fried', 'Skewers', 'are', 'good', 'and', 'still', 'rare', 'to', 'find', 'in', 'NYC.']"
"I have tried to make reservations, but both times, the hostess didn't have my name.",service,negative,"['I', 'have', 'tried', 'to', 'make', 'reservations,', 'but', 'both', 'times,', 'the', 'hostess', ""didn't"", 'have', 'my', 'name.']"
I also recommend the rice dishes or the different varieties of congee (rice porridge).,food,positive,"['I', 'also', 'recommend', 'the', 'rice', 'dishes', 'or', 'the', 'different', 'varieties', 'of', 'congee', '(rice', 'porridge).']"
Their tuna tartar appetizer is to die for.,food,positive,"['Their', 'tuna', 'tartar', 'appetizer', 'is', 'to', 'die', 'for.']"
This was one of the BEST restaurants I've ever been to.,anecdotes/miscellaneous,positive,"['This', 'was', 'one', 'of', 'the', 'BEST', 'restaurants', ""I've"", 'ever', 'been', 'to.']"
This restaurant used to be pretty decent.,anecdotes/miscellaneous,negative,"['This', 'restaurant', 'used', 'to', 'be', 'pretty', 'decent.']"
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",food,positive,"['An', 'oasis', 'of', 'refinement:', '', 'Food,', 'though', 'somewhat', 'uneven,', 'often', 'reaches', 'the', 'pinnacles', 'of', 'new', 'American', 'fine', 'cuisine', '-', ""chef's"", 'passion', '(and', ""kitchen's"", 'precise', 'execution)', 'is', 'most', 'evident', 'in', 'the', 'fish', 'dishes', 'and', 'soups.']"
"If you love wine and cheese and delicious french fare, you'll love Artisanal!",food,positive,"['If', 'you', 'love', 'wine', 'and', 'cheese', 'and', 'delicious', 'french', 'fare,', ""you'll"", 'love', 'Artisanal!']"
I love Indian food and consider myself to be quite an expert on it.,food,positive,"['I', 'love', 'Indian', 'food', 'and', 'consider', 'myself', 'to', 'be', 'quite', 'an', 'expert', 'on', 'it.']"
Some baby pizzas get their wish.,food,neutral,"['Some', 'baby', 'pizzas', 'get', 'their', 'wish.']"
Plenty of choices to make your own creation.,food,positive,"['Plenty', 'of', 'choices', 'to', 'make', 'your', 'own', 'creation.']"
It was tiny and I felt like I was eating in someone's living room.,ambience,negative,"['It', 'was', 'tiny', 'and', 'I', 'felt', 'like', 'I', 'was', 'eating', 'in', ""someone's"", 'living', 'room.']"
I was there on sat.,anecdotes/miscellaneous,neutral,"['I', 'was', 'there', 'on', 'sat.']"
Overall A oh ya even though there is waiting it is deff worth it,anecdotes/miscellaneous,positive,"['Overall', 'A', 'oh', 'ya', 'even', 'though', 'there', 'is', 'waiting', 'it', 'is', 'deff', 'worth', 'it']"
Overall A oh ya even though there is waiting it is deff worth it,service,negative,"['Overall', 'A', 'oh', 'ya', 'even', 'though', 'there', 'is', 'waiting', 'it', 'is', 'deff', 'worth', 'it']"
The lava cake dessert was incredible and I recommend it.,food,positive,"['The', 'lava', 'cake', 'dessert', 'was', 'incredible', 'and', 'I', 'recommend', 'it.']"
VT is what baby pizzas hope to be when they grow up.,anecdotes/miscellaneous,positive,"['VT', 'is', 'what', 'baby', 'pizzas', 'hope', 'to', 'be', 'when', 'they', 'grow', 'up.']"
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",food,negative,"['From', 'the', 'terrible', 'service,', 'to', 'the', 'bland', 'food,', 'not', 'to', 'mention', 'the', 'unaccommodating', 'managers,', 'the', 'overall', 'experience', 'was', 'horrible.']"
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,negative,"['From', 'the', 'terrible', 'service,', 'to', 'the', 'bland', 'food,', 'not', 'to', 'mention', 'the', 'unaccommodating', 'managers,', 'the', 'overall', 'experience', 'was', 'horrible.']"
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,positive,"['Lahore', 'is', 'a', 'great', 'place', 'to', 'duck', 'into', 'late-night', 'when', 'you', 'need', 'some', 'really', 'tasty', 'food', 'on', 'the', 'cheap', '--', ""you'll"", 'likely', 'have', 'trouble', 'finishing', 'the', 'amount', 'of', 'food', 'you', 'get', 'for', 'FOUR', 'DOLLARS.']"
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,price,positive,"['Lahore', 'is', 'a', 'great', 'place', 'to', 'duck', 'into', 'late-night', 'when', 'you', 'need', 'some', 'really', 'tasty', 'food', 'on', 'the', 'cheap', '--', ""you'll"", 'likely', 'have', 'trouble', 'finishing', 'the', 'amount', 'of', 'food', 'you', 'get', 'for', 'FOUR', 'DOLLARS.']"
The last time I went we were seated at a table in a corridor next to the kitchen.,anecdotes/miscellaneous,negative,"['The', 'last', 'time', 'I', 'went', 'we', 'were', 'seated', 'at', 'a', 'table', 'in', 'a', 'corridor', 'next', 'to', 'the', 'kitchen.']"
good selection of wines ranging from affordable to high end.,food,positive,"['good', 'selection', 'of', 'wines', 'ranging', 'from', 'affordable', 'to', 'high', 'end.']"
good selection of wines ranging from affordable to high end.,price,conflict,"['good', 'selection', 'of', 'wines', 'ranging', 'from', 'affordable', 'to', 'high', 'end.']"
"Nice restaurant overall, with classic upscale Italian decor.",ambience,positive,"['Nice', 'restaurant', 'overall,', 'with', 'classic', 'upscale', 'Italian', 'decor.']"
Not impressed with the food.,food,negative,"['Not', 'impressed', 'with', 'the', 'food.']"
The entire dining experience was wonderful!,anecdotes/miscellaneous,positive,"['The', 'entire', 'dining', 'experience', 'was', 'wonderful!']"
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,food,positive,"['The', 'wine', 'selection', '(by', 'the', 'glass', 'and', 'bottle)', 'is', 'wonderful', 'and', 'I', 'always', 'recommend', 'that', 'friends', 'make', 'a', 'reservation', 'if', ""they're"", 'going', 'to', 'be', 'in', 'town.']"
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,anecdotes/miscellaneous,positive,"['The', 'wine', 'selection', '(by', 'the', 'glass', 'and', 'bottle)', 'is', 'wonderful', 'and', 'I', 'always', 'recommend', 'that', 'friends', 'make', 'a', 'reservation', 'if', ""they're"", 'going', 'to', 'be', 'in', 'town.']"
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,service,positive,"['Service', 'is', 'highly', 'refined:', 'our', 'seating', 'was', 'delayed', '35', 'minutes', 'past', 'our', 'reservation', 'and', 'the', 'maitre', ""d'"", 'apologized', 'and', 'regularly', 'kept', 'us', 'apprised', 'of', 'progress.']"
"Order the panang duck, it's fantastic.",food,positive,"['Order', 'the', 'panang', 'duck,', ""it's"", 'fantastic.']"
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",food,conflict,"['Food', 'is', 'usually', 'very', 'good,', 'though', 'ocasionally', 'I', 'wondered', 'about', 'freshmess', 'of', 'raw', 'vegatables', 'in', 'side', 'orders.']"
"Other than the crappy service from two individuals, it's great.",service,conflict,"['Other', 'than', 'the', 'crappy', 'service', 'from', 'two', 'individuals,', ""it's"", 'great.']"
What more can you ask for?,anecdotes/miscellaneous,positive,"['What', 'more', 'can', 'you', 'ask', 'for?']"
Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,anecdotes/miscellaneous,neutral,"['Wondering', 'who', 'had', 'the', 'best', 'deals', 'we', 'noticed', 'a', 'line', 'had', 'formed', 'to', 'wait', 'for', 'this', 'one', 'particular', 'establishment.']"
They have authentic Indian at amazin prices.,food,positive,"['They', 'have', 'authentic', 'Indian', 'at', 'amazin', 'prices.']"
They have authentic Indian at amazin prices.,price,positive,"['They', 'have', 'authentic', 'Indian', 'at', 'amazin', 'prices.']"
You are treated just like royality.,service,positive,"['You', 'are', 'treated', 'just', 'like', 'royality.']"
"There's nice and quiet, small but enough for 6 (or more).",ambience,conflict,"[""There's"", 'nice', 'and', 'quiet,', 'small', 'but', 'enough', 'for', '6', '(or', 'more).']"
Ambiance- relaxed and stylish.,ambience,positive,"['Ambiance-', 'relaxed', 'and', 'stylish.']"
I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,anecdotes/miscellaneous,negative,"[""I've"", 'never', 'felt', 'more', 'unwelcome', 'than', 'last', 'month', 'at', ""Jimmy's"", 'Bronx', 'Cafe.']"
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",food,positive,"['Luckily', 'we', 'saved', 'room', 'for', 'the', 'BBQ', 'Salmon,', 'Sea', 'Bass', 'and', 'Crispy', 'Duck.']"
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",food,negative,"['Yes,', 'they', 'use', 'fancy', 'ingredients,', 'but', 'even', 'fancy', 'ingredients', ""don't"", 'make', 'for', 'good', 'pizza', 'unless', 'someone', 'knows', 'how', 'to', 'get', 'the', 'crust', 'right.']"
"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",ambience,negative,"['Looking', 'from', 'the', 'outside', 'in,', 'one', 'would', 'hesitate', 'to', 'enter', 'this', 'hole', 'in', 'the', 'wall', '(really,', ""that's"", 'what', 'it', 'is).']"
and yes Dal Bukhara is so dam good and so are all the kababs.,food,positive,"['and', 'yes', 'Dal', 'Bukhara', 'is', 'so', 'dam', 'good', 'and', 'so', 'are', 'all', 'the', 'kababs.']"
I look forward to eating here again,anecdotes/miscellaneous,positive,"['I', 'look', 'forward', 'to', 'eating', 'here', 'again']"
I've been coming here as a child and always come back for the taste.,food,positive,"[""I've"", 'been', 'coming', 'here', 'as', 'a', 'child', 'and', 'always', 'come', 'back', 'for', 'the', 'taste.']"
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,food,positive,"['Tuk', 'Tuk', 'is', 'one', 'of', 'those', 'comfortable', 'neighborhood', 'joints', 'where', 'you', 'know', 'you', 'will', 'always', 'have', 'a', 'good', 'meal', 'at', 'a', 'fair', 'price.']"
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,ambience,positive,"['Tuk', 'Tuk', 'is', 'one', 'of', 'those', 'comfortable', 'neighborhood', 'joints', 'where', 'you', 'know', 'you', 'will', 'always', 'have', 'a', 'good', 'meal', 'at', 'a', 'fair', 'price.']"
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,positive,"['Tuk', 'Tuk', 'is', 'one', 'of', 'those', 'comfortable', 'neighborhood', 'joints', 'where', 'you', 'know', 'you', 'will', 'always', 'have', 'a', 'good', 'meal', 'at', 'a', 'fair', 'price.']"
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",food,positive,"['A', 'glass', 'of', 'Leaping', 'Lizard,', 'a', 'glass', 'of', 'prosecco,', 'and', 'the', 'mussels', 'had', 'everything', 'happy.']"
